fid;class;Landsat8_2024-07-23_1;Landsat8_2024-07-23_2;Landsat8_2024-07-23_3;Landsat8_2024-07-23_4;Landsat8_2024-07-23_5;Landsat8_2024-07-23_6;Landsat8_2024-07-23_7;NDVI;NDMI;NBR
204;0;7875;7906;8518;8006;18323;12093;9130;0.3918492916555889;0.2048264071541294;0.33486322077732855
205;0;7998;7985;8466;7972;18737;12366;9306;0.40304766183683405;0.20483554641031412;0.33630496023963197
206;0;7952;7938;8504;7943;18545;11797;8981;0.4002567200241619;0.2223979961769165;0.3474533168640558
207;0;7733;7809;8277;7881;16688;11721;9049;0.35845984777565226;0.17483895948467035;0.2968100400202044
208;0;8018;8015;8603;8047;18480;12513;9329;0.3932973951068722;0.1925273448843287;0.3290661296702506
209;0;7998;8004;8426;8050;16879;12102;9264;0.3541658309599262;0.16483213139643216;0.29128256129747926
210;0;7735;7802;8542;7880;20000;12117;8943;0.4347202295552367;0.2454463368309618;0.3820267422174619
211;0;8010;8022;8643;8038;20229;13496;9741;0.4312802915059964;0.19964418087472202;0.34994994994994993
212;0;7950;7992;8657;8055;20646;12803;9370;0.43869551583568517;0.2344763670064875;0.37566631130063965
213;0;8029;8043;8595;8039;20021;12983;9503;0.4270135424091233;0.21324687916616167;0.3562525403061916
214;0;7892;7908;8596;8080;18130;12226;9203;0.38344143456695917;0.19449202793516931;0.32660154392126733
215;0;8017;8051;8622;8114;18570;13074;9645;0.3918453005546395;0.17368221463784603;0.31632110579479
216;0;8037;8042;8654;8061;20623;13568;9732;0.4379444986752196;0.20634084993126847;0.3587876791302915
217;0;7679;7741;8267;7865;16618;11289;8838;0.3575133766286811;0.19095567420360482;0.30562539283469514
218;0;8036;8047;8711;8076;21937;13586;9660;0.46183320561090196;0.2350871266503392;0.38854954584295975
219;0;7975;7963;8577;8010;20725;12649;9312;0.442491734818166;0.24198477857014442;0.3799647101907647
220;0;8049;8058;8713;8133;20103;13245;9682;0.4239269018274543;0.20564951421374594;0.3498740977001847
221;0;7832;7874;8621;7954;22300;12732;9302;0.4741852317048985;0.2731217172870518;0.41130308208341243
222;0;7828;7830;8319;7846;18293;11567;8933;0.39967098970886417;0.22525117213663765;0.34378902519650334
223;0;8028;8053;8791;8214;21245;13267;9629;0.4423435961845276;0.23116597125637459;0.37623890652328823
224;0;7838;7898;8663;7960;21267;12656;9285;0.45529818318677934;0.25383957786752354;0.39218381775333855
225;0;8032;8008;8599;8028;21439;12901;9397;0.4551192859809278;0.24863133372160745;0.39051757685821764
226;0;7788;7815;8249;7811;16233;11378;8862;0.3502744967559474;0.17583571764876318;0.29372384937238494
227;0;7901;7905;8521;7920;19718;11988;9070;0.4268760402344598;0.24380243487037154;0.3698763373627901
228;0;7871;7913;8372;7952;17002;11590;8981;0.36266730784643747;0.18928371572467823;0.30870184351306623
229;0;7630;7722;8427;7863;19684;11392;8779;0.42912113841797656;0.26682970781310333;0.38312897445806837
230;0;7681;7726;8189;7825;14628;10573;8602;0.3029884647931234;0.16090631324153803;0.2594059405940594
231;0;7964;7975;8569;8024;20895;12659;9306;0.44507071475500537;0.24545508732192883;0.3837290155955101
232;0;7747;7758;8213;7812;16992;11209;8774;0.37010159651669083;0.2050636502251693;0.31894745012807574
233;0;7975;8011;8768;8054;23121;13388;9581;0.4833039294306335;0.26659179928236876;0.4140419546205125
234;0;7803;7832;8427;7929;17800;11564;8952;0.38365268762874577;0.2123688870726059;0.3307416267942584
235;0;8011;8024;8669;8060;22013;13214;9488;0.46397100389053303;0.249779998296761;0.397606425192851
236;0;7807;7833;8398;7900;19303;11888;9028;0.419181707899864;0.23772883203488185;0.36267692633510995
237;0;7896;7903;8312;7891;17037;11483;8947;0.3668966623876765;0.19474053295932678;0.31134544334975367
238;0;7894;7906;8502;7931;20473;12263;9122;0.44155752710885793;0.25079423264907136;0.3835445176550093
239;0;7918;7904;8360;7886;17580;11991;9078;0.38066441529882983;0.1890027391701329;0.3189286518118388
240;0;7893;7895;8542;7926;19719;12113;9100;0.426587086272382;0.23894194521236492;0.3684721884867622
241;0;7953;7971;8594;7981;20154;12738;9338;0.43266394170961436;0.22546515870120393;0.36674352366743523
242;0;7895;7885;8384;7890;18400;12128;9165;0.399771776340814;0.20545073375262055;0.3350263014692545
243;0;8042;8017;8760;8075;21172;13459;9702;0.4478066126440319;0.2227195287459213;0.37151000842132537
244;0;7948;7965;8698;7984;20891;12631;9330;0.446995670995671;0.24640534574309408;0.38254855894907513
245;0;7877;7920;8691;8040;20794;12535;9277;0.4423250329472151;0.24780221428785743;0.38299358185627347
246;0;7769;7838;8419;7837;19520;11917;9025;0.4270570603501846;0.2418487769189172;0.3676650902084428
247;0;7878;7877;8353;7867;17664;11587;8941;0.38372958364341386;0.20775358107415132;0.32787070099605337
248;0;7921;7915;8428;7971;18575;12335;9295;0.3994575453929029;0.20187641539954707;0.3329745245783997
249;0;7918;7935;8453;7934;18342;11979;9116;0.3961029075962856;0.20985455624814486;0.33600407895695245
250;0;7848;7872;8570;7964;20572;12343;9203;0.4418278665545276;0.2500075953212821;0.3818303946263644
251;0;8078;8046;8547;8045;18863;12786;9509;0.4020365690500966;0.19201238585737307;0.3296912448893275
252;0;7913;7904;8436;7876;19099;11725;8989;0.4160518999073216;0.2392291720737088;0.3599401879806323
253;0;7706;7718;8122;7730;15382;10171;8405;0.3310834198684666;0.20392908856103;0.29331147265312985
254;0;7776;7784;8339;7797;18607;11820;8989;0.4094076655052265;0.22305846780819666;0.3485287722858385
255;0;7971;8000;8680;8038;21941;13575;9685;0.463757963908069;0.2355558058339903;0.387529248087017
256;0;8019;8002;8583;8027;19771;12745;9418;0.42247643715375205;0.21607823840570797;0.3546884100174723
257;0;7896;7891;8486;7982;18267;12175;9187;0.39182445045525544;0.2001182576703239;0.3307350477161798
258;0;7907;7907;8544;7927;20474;12321;9214;0.44178021900637304;0.2486049702698582;0.3792778226893021
259;0;7862;7921;8407;7980;17759;11634;9032;0.3799292901822138;0.20838294832102883;0.3257437199059386
260;0;7777;7816;8357;7903;17604;11654;8941;0.38032696906731484;0.20336318271925627;0.3263514786212093
261;0;7987;8017;8722;8084;23091;13698;9727;0.48137931034482756;0.2553208839598793;0.40721555244073376
262;1;8456;8516;9350;9305;17792;16119;12061;0.31320810421817913;0.04933502403349945;0.19197400596254982
263;1;8587;8742;9519;9783;16377;17204;13287;0.25206422018348623;-0.024627021232244424;0.10416666666666667
264;1;8444;8516;9297;9185;18137;15960;11782;0.32764804919112805;0.06384725928967358;0.212406831779137
265;1;8352;8504;9266;9187;18009;16007;11861;0.32438593910869246;0.0588546566321731;0.2058252427184466
266;1;8435;8557;9271;9463;16350;16616;12488;0.26680354859954286;-0.008068919492810774;0.13392052153408696
267;1;8476;8541;9223;9353;16633;16166;12259;0.2801508504579389;0.014238238970700326;0.15139138861968712
268;1;8562;8706;9593;9725;17830;17073;12966;0.29413899473779714;0.02168868005615563;0.15794258994674634
269;1;8281;8348;9172;8822;18691;15937;11743;0.35870315850688766;0.07953101536328983;0.22829729907340474
270;1;8299;8381;9108;9071;16986;15732;11753;0.3037571477913804;0.03832752613240418;0.18208705939663872
271;1;8406;8527;9266;9423;16427;16501;12459;0.2709477756286267;-0.002247327502429543;0.13736758291213735
272;1;8601;8763;9600;9717;17532;17145;13159;0.2867995155785533;0.011160134959771606;0.14248476752142322
273;1;8585;8757;9526;9773;16845;17448;13258;0.26568487489668646;-0.01758376345026682;0.11915755904727103
274;1;8401;8484;9285;9152;18201;16167;12062;0.3308229444667861;0.05918296089385475;0.20285497141724218
275;1;8504;8647;9493;9607;17435;16709;12599;0.28947563050070263;0.021262886597938145;0.16101751348471732
276;1;8490;8596;9437;9309;18458;16429;12258;0.32949184283502;0.05815919970189469;0.20184919911446803
277;1;8436;8546;9457;9162;18656;16127;11959;0.34128981235171474;0.0727079320357646;0.2187489792585334
278;1;8368;8466;9234;9137;17380;15718;11791;0.31085718595617906;0.050214514472173545;0.19159439169037742
279;1;8565;8726;9567;9568;18452;16887;12749;0.3170592433975732;0.044285350462661646;0.1827826031216948
280;1;8621;8809;9681;10018;18040;18237;13636;0.2859077624919809;-0.005430438018579265;0.13903270614976637
281;0;7921;7936;8454;7923;18397;11710;8953;0.3979483282674772;0.2221078154581991;0.3453016453382084
282;0;7925;7925;8572;8008;20410;12534;9305;0.4364135407136322;0.23907236522583777;0.37371697795726067
283;0;7816;7822;8359;7858;17774;11180;8757;0.38686017478152307;0.22774055398217863;0.33986657118088276
284;0;7881;7864;8400;7867;18587;11795;8958;0.40523172299085203;0.2235534197880324;0.34957342530404795
285;0;7940;7963;8603;8094;19737;12701;9415;0.41834644820523875;0.21690609778654665;0.35407519209659716
286;0;7930;7917;8335;7868;17164;10948;8657;0.3713646532438479;0.22111553784860558;0.3294605166337477
287;0;7892;7875;8427;7885;18428;11857;9011;0.40067647170600085;0.21697209839854714;0.3431976383979008
288;0;7897;7947;8371;7998;16870;11561;9009;0.3567637124014798;0.18673279167106327;0.30375980524749796
289;0;7924;7937;8586;7995;20210;12521;9341;0.4330792412692785;0.23491491246830223;0.3678048120198978
290;0;7858;7853;8362;7870;17949;11508;8911;0.3903714318912429;0.21865770445055505;0.3364854802680566
291;0;7950;7998;8528;8010;19311;12009;9151;0.4136378609860547;0.23314176245210727;0.35696718431593
292;0;7814;7867;8577;7929;20481;12325;9205;0.44181626187961986;0.24861305858684388;0.3798423499292596
293;0;7866;7901;8605;7994;21018;12822;9379;0.4489176892320419;0.24219858156028368;0.3828996282527881
294;0;7686;7757;8475;7913;18898;11652;8891;0.4097198910894782;0.2371849427168576;0.3601065169671453
295;0;7957;7959;8611;8006;20178;12663;9354;0.4318762418393415;0.22882981638805153;0.36651767574156846
296;0;7868;7853;8557;7891;21193;12622;9334;0.45736487415761246;0.25346739612597957;0.388475775542962
297;0;7900;7913;8630;8004;20950;12824;9378;0.4471230227257028;0.2405992775507787;0.3815615932471643
298;0;7720;7766;8383;7841;19653;12285;9188;0.4296210082199753;0.23069697538981776;0.36285149613397594
299;0;7987;7997;8697;8195;20492;13027;9589;0.42866106598807824;0.222709508040216;0.36245470562813736
300;0;7844;7851;8422;7915;17697;11700;8983;0.3819303451507106;0.20400040820491888;0.3266116941529235
301;0;7818;7855;8512;7946;19142;11358;8877;0.41331955109273477;0.25521311475409836;0.36635854241764515
302;0;7839;7885;8612;8092;20852;13086;9654;0.4408512990602543;0.22882904119276326;0.36707532944338817
303;0;7898;7993;8726;8183;22303;13384;9711;0.46316341927442106;0.24992294112702104;0.393327919035422
304;0;7905;7907;8574;8024;21404;12954;9471;0.4546690226994699;0.24593981023342454;0.38649392712550606
305;0;7968;7978;8546;8060;19106;12470;9310;0.4066112051829493;0.21015961489739043;0.34473536036036034
306;0;7919;7955;8656;8009;21439;12573;9253;0.4560581363759848;0.26067270375161705;0.3970415743516226
307;0;7794;7813;8371;7860;17841;11601;8930;0.3883506478347146;0.21194212349704503;0.33286018452803406
308;0;7978;7992;8708;8039;22092;13002;9448;0.4663967342603963;0.2590186356642161;0.4008877615726062
309;0;7847;7880;8591;8064;20340;12554;9336;0.43219264892268694;0.23669970207332644;0.3708046906591185
310;0;7982;8008;8746;8105;21348;12944;9478;0.44963161647370387;0.2450717368482445;0.3850645558943749
311;0;7968;7955;8498;7945;18445;11514;8912;0.3978779840848806;0.23134951099836443;0.3484665716270059
312;0;7780;7845;8612;8042;19428;12361;9304;0.41448853294503096;0.22230960395105226;0.35235973827091743
313;0;7832;7855;8502;7898;20231;12199;9154;0.4384443101425575;0.2476719087264878;0.3769610345414327
314;0;7664;7713;8487;7892;19561;12208;9162;0.4250537281899974;0.23145204444584344;0.3620443546983254
315;0;7975;7973;8627;7997;20755;12719;9275;0.443725653867557;0.24006691760769552;0.3822843822843823
316;0;7885;7907;8569;8025;20463;12317;9222;0.4366048862679023;0.2485051860890787;0.37867609903991917
317;0;7887;7913;8632;7973;21326;12980;9504;0.4557493429809891;0.24328105870693173;0.38345767109957835
318;0;7921;7936;8454;7923;18397;11710;8953;0.3979483282674772;0.2221078154581991;0.3453016453382084
319;0;7895;7927;8665;8051;22019;13202;9557;0.4645161290322581;0.2503336077908066;0.39466683557132
320;0;7841;7837;8383;7829;18925;11800;9025;0.4147417208641698;0.23189585028478438;0.3542039355992844
321;0;7853;7872;8706;8076;20018;12437;9297;0.42507296931729194;0.23358496379602525;0.36571720961964865
322;0;7872;7893;8595;7974;20214;12376;9244;0.4342273307790549;0.2405032218471924;0.37239459569556654
323;0;8074;8082;8794;8169;20596;13222;9580;0.4320180775247697;0.21804955940623336;0.36505832449628844
324;0;7744;7878;8883;8333;20760;12805;9558;0.4271474237789159;0.237002830329212;0.36948347516326935
325;0;7903;7902;8583;7973;20393;12356;9175;0.437848128040612;0.24541207365110385;0.379396645021645
326;0;8035;8061;8677;8111;21155;13172;9545;0.44570491355156155;0.23255746205610744;0.37817589576547234
327;0;8098;8113;8761;8233;21033;13608;9771;0.43736759379484724;0.21434138737334374;0.36560186988702764
328;0;8088;8067;8674;8068;22175;13321;9583;0.46645504744899646;0.2494365562316881;0.3964985200579382
329;0;8043;8024;8657;8100;20592;13000;9477;0.4353826850690088;0.2260061919504644;0.36964980544747084
330;0;7974;7971;8460;7979;18086;12021;9112;0.38776136581622866;0.20144816820008635;0.32995073167144645
331;0;8013;8020;8569;8034;18985;12561;9234;0.40530737629075836;0.2036391301591327;0.3455473262695347
332;0;8050;8014;8610;8051;19710;12702;9374;0.4199776665105724;0.21621621621621623;0.3553844037959015
333;0;8074;8061;8555;8096;18479;12569;9407;0.3907055503292568;0.1903504251481577;0.3253245356092663
334;0;8055;8029;8557;8057;18857;12773;9395;0.40127814520323996;0.192349035725577;0.33491434234744444
335;0;8030;7988;8516;7998;18290;12848;9450;0.3915094339622642;0.1747703770312801;0.3186733958183129
336;0;8019;8013;8640;8071;20709;12693;9370;0.43912439193884645;0.23998562960301778;0.37697396854948634
337;0;8047;8046;8604;8072;20738;13016;9460;0.43963901423116974;0.22877288617645317;0.3734684416186502
338;0;7995;7971;8462;7947;18503;12071;9136;0.39909262759924385;0.21037482828547133;0.33890517023047145
339;0;8080;8064;8785;8137;21253;13499;9682;0.4462742429397754;0.22312384898710866;0.3740423468563116
340;0;8073;8030;8831;8103;21296;13057;9477;0.44875676043402835;0.2398334934357989;0.3840704513697072
341;0;8000;7961;8695;8013;21313;12637;9273;0.45352247152697267;0.2555522827687776;0.39364415091872096
342;0;8008;7997;8676;8014;21037;12942;9400;0.4482806099617913;0.23823538067630007;0.3823307159049841
343;0;8116;8101;8661;8131;20445;13179;9626;0.4309210526315789;0.21609564596716632;0.35978184962255993
344;0;8085;8092;8766;8194;20684;13553;9736;0.4325091765357712;0.2082834360487192;0.3598948060486522
345;0;7907;7862;8558;7978;19436;12568;9265;0.41796162544685195;0.2145981752280965;0.3543778962405491
346;0;8094;8090;8788;8213;20800;13541;9784;0.4338400027573846;0.21137998311056755;0.36018833376929116
347;0;7989;7954;8339;7909;16724;11680;8948;0.35785328624203305;0.1775806224475426;0.3028980990962917
348;0;8015;7983;8706;8006;20779;12397;9189;0.44373805801632793;0.2526525198938992;0.38674586225306995
349;0;8029;8021;8608;8032;20173;13053;9499;0.4304555929799681;0.21429001384457955;0.35973308169317875
350;0;8038;7992;8583;7998;20340;12386;9284;0.4355282659326699;0.24304834076880769;0.37321091007291385
351;0;8104;8083;8855;8211;21319;13020;9574;0.44388757196071793;0.24167855790791812;0.3801832130256045
352;0;8036;8030;8545;8041;20408;12805;9419;0.43470772259130375;0.22891638816126217;0.36842458175478593
353;0;8039;8008;8615;8041;20977;13357;9579;0.44579226686884005;0.2219374381079979;0.37302002879958107
354;0;8001;7990;8641;8055;19647;12721;9369;0.4184535412605588;0.21397676717745923;0.3542183622828784
355;0;7942;7935;8469;7906;20305;12410;9206;0.43950941122257275;0.2413266085893321;0.3760970485581647
356;0;7942;7935;8469;7906;20305;12410;9206;0.43950941122257275;0.2413266085893321;0.3760970485581647
357;0;7977;7942;8423;7955;17555;12076;9099;0.3763230105840847;0.18490769801896662;0.31725069407968787
358;0;8018;8033;8646;8053;19724;12855;9445;0.4201677646974115;0.21084133951318335;0.3523946655696116
359;0;8037;8035;8573;8054;19348;12638;9355;0.41215969637252753;0.20977927843431501;0.34815176113995056
360;0;8043;8040;8628;8125;20539;12913;9423;0.4330867987719788;0.22796843238072462;0.37100327080969225
361;0;8005;8044;8574;8053;19816;12490;9251;0.42208188309591305;0.22676902123444562;0.3634706024013486
362;0;8067;8055;8643;8102;20399;12932;9434;0.4314585453141995;0.22402568179772583;0.3675460061006268
363;0;8115;8142;8854;8284;21405;13942;9917;0.44194819630166055;0.2111353155854811;0.36677095970883083
364;0;8006;7993;8551;8036;18882;12255;9252;0.4029274091685861;0.21283360632045475;0.34229046705054383
365;0;8027;7985;8507;8019;18254;12059;9157;0.3895634301374034;0.20436776300597104;0.3318740651563241
366;0;7947;7987;8466;7966;19488;12693;9330;0.4196838347781744;0.21114943600261024;0.3524880283156361
367;0;7946;7951;8463;7934;19308;12212;9121;0.41751706923133397;0.22512690355329948;0.3583312814379683
368;0;7994;7967;8537;7995;18907;12412;9272;0.40562039997026245;0.20738210032248794;0.3419212889030839
369;0;8012;7980;8497;7978;18938;12425;9246;0.40719274780799525;0.20766508305965628;0.3438830542151575
370;0;7972;7931;8439;7913;19356;12438;9208;0.419634016648942;0.217588224193244;0.3552723708164123
371;0;7842;7888;8558;7970;20094;12513;9285;0.4320125427594071;0.23249608979666941;0.36791585826610845
372;0;7808;7813;8235;7831;16288;11241;8808;0.35063642771259174;0.1833339387554942;0.2980554670066943
373;0;7924;7913;8548;7965;20473;12770;9370;0.43983402489626555;0.23171795565983816;0.3720470462084911
374;0;7929;7942;8488;7960;18363;12487;9334;0.39520571363446416;0.19047001620745543;0.32599198469148283
375;0;7833;7872;8481;7972;18498;12354;9260;0.3976577257272384;0.19914430182808246;0.33280495712947616
376;0;7919;7925;8448;7940;17737;12057;9116;0.38154768859290417;0.19064241122373632;0.32104420362715524
377;0;7851;7867;8417;7920;17219;12408;9343;0.36990333744381243;0.16238566172747831;0.29651381673066785
378;0;8023;8060;8642;8142;18948;13128;9619;0.3988925802879291;0.18144407033295923;0.32656561767073894
379;0;7964;7963;8614;7996;21053;12714;9320;0.44948190987641573;0.24695708828145824;0.3862970401343298
380;0;7950;7951;8599;7998;20657;12730;9370;0.4417728145175362;0.2374277413364483;0.37589502780830586
381;0;8065;8057;8420;8026;16291;11510;8980;0.33988567668709135;0.1719722312147045;0.28930394523366704
382;0;7835;7900;8540;8038;18745;12337;9233;0.3997685098756674;0.20616433948909338;0.3399814139681178
383;0;8002;8023;8708;8076;20661;13063;9479;0.4379371541914605;0.22529948997746413;0.3710019907100199
384;0;7736;7807;8631;8005;19768;12219;9115;0.42354084902603245;0.2360021258636321;0.3688328774711768
385;0;7965;7971;8394;7915;18468;12019;9085;0.39999241936095215;0.21153278446550988;0.34054367945414293
386;0;8030;8011;8633;8080;20399;12827;9438;0.4325643456582043;0.22789381809426354;0.36736267050976973
387;0;7889;7902;8419;7901;18318;12440;9223;0.3973072962355544;0.19110475323493076;0.3302349224792128
388;0;7800;7903;8574;8034;20263;12982;9455;0.4321659539880553;0.219010377500376;0.36368530856719833
389;0;7925;7934;8495;7929;18014;12063;9088;0.3887368461627414;0.1978588290055524;0.3293483875728728
390;0;7782;7786;8294;7845;16783;11394;8869;0.36292025337014777;0.1912552791283671;0.3085139560268205
391;0;7968;7933;8376;7894;17752;11613;8900;0.3843874288388053;0.20905840286054828;0.33213267297013355
392;0;8037;8018;8680;8138;20271;13288;9651;0.42708296666549334;0.20808128966894127;0.35492279927812315
393;0;7953;7961;8578;7993;20320;12753;9345;0.43538303959311975;0.22879690381882503;0.369964604753076
394;0;7805;7869;8661;8104;19406;12502;9350;0.4108324245728826;0.2163720697003886;0.349700931979413
395;0;7866;7933;8658;8074;20300;12864;9413;0.43088743215619935;0.22421903268604512;0.3664052771514152
396;0;7728;7767;8308;7795;17809;11908;9007;0.3911107639431339;0.1985732072551065;0.32823687350835323
397;0;7844;7863;8567;8002;19655;12369;9167;0.4213399862602596;0.22751686235323507;0.36388869613489694
398;0;8025;8040;8612;8116;19142;12821;9407;0.4045050994203537;0.19775990989581704;0.34099267925321375
399;0;8004;7975;8598;8008;20543;12801;9338;0.4390389128226682;0.23218570057581575;0.3749874502192028
400;0;7816;7911;8682;8180;18238;12550;9408;0.38072526307820426;0.18474730414447188;0.3193952108804167
401;0;7926;7914;8260;7880;15749;11191;8829;0.3330229802361505;0.1691907943578322;0.28155260802343557
402;0;7816;7856;8549;7961;19646;12598;9305;0.4232622161046111;0.21858330231981143;0.35718973437877793
403;0;8015;8003;8612;8026;20337;12709;9316;0.43405140499947115;0.23082975246625914;0.37166559875897887
404;0;7763;7813;8523;7871;20228;12243;9062;0.43976653973451013;0.2459117366265283;0.3812222601570502
405;0;7944;7899;8423;7931;18957;11910;8978;0.41007140731925024;0.2283020701720284;0.3572221227850367
406;0;7961;7941;8501;7965;19900;12028;9000;0.4283150906154674;0.2465547481834127;0.3771626297577855
407;0;7797;7837;8585;7953;19942;13003;9445;0.42979028499731137;0.21062376688420095;0.35719876135706263
408;0;7989;8007;8631;8020;20901;12819;9344;0.4453857058884548;0.2396797153024911;0.3821127459084146
409;0;7989;7995;8624;8014;20774;13102;9484;0.4432402389884674;0.2264730192466643;0.37312446295194657
410;0;7786;7845;8548;7922;19941;12423;9112;0.43136058572300184;0.23229514275120505;0.3727325921591574
